#timestamp x y z q_x q_y q_z q_w
1763545698.181185 0.009890507919494 0.021467642034414 -0.047873891732833 0.000263487986496 -0.000069030828184 -0.000624139395381 0.999999768129393
1763545698.281061 0.010846452586181 0.020060364522996 -0.046783974062650 0.000416912199875 -0.000193487377242 -0.000706358802564 0.999999644901984
1763545698.381090 0.010569010376476 0.020585616793944 -0.045471326512403 0.000012458379333 -0.000282731022117 -0.000334964196893 0.999999903853467
1763545698.480697 0.009077771322968 0.021328314897466 -0.046266814552399 -0.000166714403672 -0.000510875971019 -0.000109892754108 0.999999849567804
1763545698.580285 0.009006180865625 0.022240749044437 -0.046821620123610 0.000264606929795 -0.000354782051351 -0.000488016276245 0.999999782976467
1763545698.681126 0.010011887772016 0.023156380672928 -0.045862382767131 0.000222002023614 -0.000121268254030 -0.000345010837845 0.999999908488312
1763545698.780163 0.010737297835055 0.022806699153235 -0.044758801236137 0.000195527251470 0.000009184112031 -0.000278817972199 0.999999941972640
1763545698.881212 0.012049882772958 0.021071524640713 -0.044513918196274 0.000470168243232 0.000128115617038 -0.000487552606168 0.999999762410304
1763545698.981144 0.010947946676452 0.019501161313387 -0.046376288499988 0.000158627604326 -0.000310950308603 -0.000278965465029 0.999999900162722
1763545699.081194 0.009609829934061 0.019682624567752 -0.047207871821186 0.000159729148177 -0.000186173769548 -0.000246683100195 0.999999939486683
1763545699.181118 0.009842311169459 0.020631808998517 -0.046418664760465 0.000348633452761 -0.000083129716222 -0.000592518728327 0.999999760232830
1763545699.281151 0.009645275276714 0.021935809942002 -0.046581894874070 0.000145001827418 -0.000159592534309 -0.000418489392583 0.999999889185652
1763545699.379445 0.010446830169014 0.023473463703343 -0.045490652968913 0.000293723727564 -0.000036168757411 -0.000409273358284 0.999999872456745
1763545699.481098 0.010691546226227 0.022629604007523 -0.045156404870065 0.000296862325907 -0.000126621012454 -0.000357897217508 0.999999883874720
1763545699.581257 0.011441640079407 0.020970639234943 -0.045190124259984 0.000512975993171 0.000059011119652 -0.000578208891245 0.999999699523850
1763545699.681243 0.011378601307304 0.022185751412260 -0.044855411692489 0.000165162711248 0.000023862561283 -0.000328158336328 0.999999932231975
1763545699.780202 0.010300413932677 0.022834725315928 -0.045331298603499 0.000085490944921 -0.000113554068206 -0.000242227245131 0.999999960561362
1763545699.881181 0.009952803752920 0.022845908582484 -0.045717427990152 0.000451833784080 -0.000074983246629 -0.000367624870001 0.999999827537830
1763545699.981159 0.010760748029894 0.021701642849667 -0.045765599450142 0.000405998510141 -0.000143046806124 -0.000463012730301 0.999999800160992
1763545700.081212 0.010459720002578 0.021378528756934 -0.045058430297971 0.000614691560811 -0.000042891998369 -0.000212180783350 0.999999787646911
1763545700.181245 0.010739763069102 0.020507664079469 -0.044663415629859 0.000408181390134 0.000015552954292 -0.000402615489998 0.999999835523395
1763545700.281298 0.009912481067572 0.021435341242446 -0.045727722196229 0.000113811467274 -0.000328054538039 -0.000308039389521 0.999999892269441
1763545700.381228 0.011378369553842 0.022161618081440 -0.045011959459219 0.000533316141074 -0.000064217306960 -0.000614983754165 0.999999666622446
1763545700.481104 0.011105059157663 0.022093658102637 -0.044392770139896 0.000313827067433 -0.000064892910992 -0.000119946090201 0.999999941457202
1763545700.581147 0.010601857209498 0.021933728760836 -0.045929319438951 0.000140812699663 0.000017368180141 -0.000382111765511 0.999999916930355
1763545700.681217 0.010397496823864 0.021834768091554 -0.045827104033554 0.000465937967816 -0.000194399954205 -0.000511909825245 0.999999741529360
1763545700.781221 0.009537593388813 0.021397736865298 -0.045815434299399 0.000349848475452 -0.000207972069738 -0.000103679494211 0.999999911802102
1763545700.881329 0.009994933155914 0.021242823926360 -0.045314609092027 0.000478463509689 -0.000244121609672 -0.000438783849404 0.999999759472986
1763545700.981263 0.010207183072643 0.021635900064856 -0.046109390927327 0.000353300281136 -0.000087707243171 -0.000414637413321 0.999999847781065
1763545701.080477 0.011153242357988 0.021734150020925 -0.045075669251933 0.000519639194457 -0.000156647957695 -0.000427781859688 0.999999761219567
1763545701.181295 0.010443930016158 0.022582242084172 -0.045581912174130 0.000056754404020 0.000000294731171 -0.000156038982629 0.999999986215336
1763545701.281305 0.009870284257203 0.022511379293587 -0.046961985272032 0.000310352799310 -0.000024131571781 -0.000532455266512 0.999999809795073
1763545701.381237 0.010803337922192 0.021662279448157 -0.046044253054522 0.000451287770629 -0.000028885214881 -0.000476006405048 0.999999784461417
1763545701.480646 0.011047356251154 0.020595043188476 -0.045564986788663 0.000380517987299 -0.000076657635678 -0.000249837393505 0.999999893455460
1763545701.581255 0.011089204164897 0.020004985709829 -0.045099164564907 0.000128055601599 -0.000018474353129 -0.000220828313703 0.999999967247651
1763545701.681306 0.010495992260743 0.020409551895030 -0.045553766025939 0.000172672951973 -0.000232090272803 -0.000231048070234 0.999999931467464
1763545701.781226 0.009857701673935 0.021494097590290 -0.045795925782317 0.000188297855525 -0.000095144024190 -0.000258545029569 0.999999944322991
1763545701.880569 0.010430121990747 0.022149981379109 -0.045154497180533 0.000415093875349 0.000129092410658 -0.000393746566456 0.999999827997910
1763545701.981251 0.011312983758035 0.022395669925602 -0.045425882880177 0.000250595723388 -0.000067712953966 -0.000554808406087 0.999999812402160
1763545702.081293 0.010926572427273 0.021199723434648 -0.045713954118500 0.000412642402802 -0.000111233423687 -0.000351350895193 0.999999846952941
1763545702.181475 0.011262725762727 0.020739197123183 -0.045440488170470 0.000644418981317 0.000075735716249 -0.000734126045631 0.999999520023490
1763545702.281800 0.010623886994180 0.020743433474379 -0.045278378355355 0.000167806518579 -0.000127330930357 -0.000235418112363 0.999999950103049
1763545702.381253 0.010122846311764 0.021846480393981 -0.045443915459241 0.000558293568420 -0.000236856412573 -0.000481990621074 0.999999699946132
1763545702.481325 0.009865692932351 0.021936880289657 -0.045633524268981 0.000157532154255 -0.000154610919829 -0.000121291277388 0.999999968283745
1763545702.580402 0.009476902279966 0.022396108952847 -0.045529559829710 0.000404509710198 -0.000028343564407 -0.000282998886185 0.999999877740067
1763545702.681301 0.009945758974040 0.022488452646169 -0.045637142667136 0.000415377655573 -0.000123533500616 -0.000458263057345 0.999999801097895
1763545702.780689 0.010610331910380 0.021243390663223 -0.045123299471409 0.000459777602790 -0.000240543366646 -0.000327649605822 0.999999811694563
1763545702.881274 0.011966830829804 0.020807286184732 -0.043497151551121 0.000527793884815 0.000117551880833 -0.000427847209330 0.999999762280930
1763545702.980272 0.011338495260278 0.022354774305980 -0.044570981507160 0.000041990963642 -0.000157665234199 -0.000092599084899 0.999999982401911
1763545703.081300 0.011171280118695 0.022859144320540 -0.045110681851122 0.000209614698956 0.000076057927362 -0.000142679756725 0.999999964959667
1763545703.181341 0.012121277085782 0.022391714264848 -0.044466989459831 0.000787396470533 0.000051429965483 -0.000685883085509 0.999999453462916
1763545703.281342 0.010727212532089 0.021868881073238 -0.045823901134115 0.000236732970022 -0.000120937107294 -0.000246955452489 0.999999934172348
1763545703.381294 0.010276708268201 0.022417609348289 -0.045337333576787 0.000308135411565 -0.000016751843748 -0.000250794713973 0.999999920936964
1763545703.481361 0.010446851115411 0.022611942711098 -0.045140501282371 0.000813911905564 -0.000170411209658 -0.000618981935972 0.999999462684241
1763545703.581252 0.010131691315785 0.021362847433014 -0.045497447947497 0.000373609753627 -0.000052047008583 -0.000252227714542 0.999999897044004
1763545703.681274 0.009693524951620 0.021487045958410 -0.046147213911828 -0.000144998176264 -0.000458183250698 0.000052265255063 0.999999883155972
1763545703.781446 0.010301851830101 0.021077834139348 -0.046517851187715 0.000279594847082 0.000012968102617 -0.000478776016833 0.999999846216014
1763545703.881316 0.009512990913418 0.019673033657564 -0.047490634938847 0.000118905042674 -0.000027546243878 -0.000107052598478 0.999999986821256
1763545703.981421 0.009350204208656 0.020545616014846 -0.047235448041794 0.000254660077247 -0.000119762775339 -0.000211691675993 0.999999937995864
1763545704.081397 0.010448372052718 0.021898910714330 -0.045193147833022 0.000645483063088 -0.000038164542838 -0.000556244446431 0.999999636243521
1763545704.181394 0.011537259890504 0.022784723955476 -0.044152559080766 0.000406200414769 -0.000117514824418 -0.000351034366129 0.999999848983157
1763545704.281365 0.011508101201532 0.021934963161305 -0.044656841363336 0.000042921275146 -0.000149818216249 -0.000084968536644 0.999999984246294
1763545704.381290 0.011099368347796 0.020100416167432 -0.045795956573213 -0.000090831339175 -0.000273169684976 -0.000147562613738 0.999999947676619
1763545704.480822 0.010566459038835 0.020051481448522 -0.045760029062736 0.000423332484096 -0.000038995091016 -0.000608172014652 0.999999724697845
1763545704.581290 0.011028166685284 0.020742508996096 -0.045348507281014 0.000505799720724 0.000020750969205 -0.000564198070060 0.999999712708235
1763545704.681431 0.011898599882715 0.022107786752530 -0.043747723336778 0.000599786085788 -0.000086487855089 -0.000567906417612 0.999999655129329
1763545704.780635 0.011529738180950 0.022234713584766 -0.044668650874865 0.000171943950791 -0.000104556305410 -0.000171994776465 0.999999964960513
1763545704.881322 0.011072588269963 0.022172505508341 -0.044276229282741 0.000517020603544 0.000080385587046 -0.000444370680252 0.999999764381235
1763545704.981410 0.010470037832979 0.022394419293545 -0.045114316363704 0.000269853905324 -0.000197287464209 -0.000164237494701 0.999999930641271
1763545705.081347 0.009256244104314 0.020570319261567 -0.046281106627056 0.000087227035501 -0.000262767168950 -0.000050145682026 0.999999960415121
1763545705.181489 0.009746398289408 0.019664986314025 -0.046894609287154 0.000161420916111 -0.000006597960958 -0.000442998396389 0.999999888826068
1763545705.281840 0.010621101390966 0.017717937430143 -0.046498431388035 0.000618061279145 0.000164407844829 -0.000693323255198 0.999999555136477
1763545705.381391 0.011061940148959 0.019791748193570 -0.045245636764916 0.000410142897133 -0.000068617474751 -0.000514280656619 0.999999781294888
1763545705.481573 0.011833869835301 0.022412924554156 -0.044027786031576 0.000212803648612 -0.000058737076835 -0.000263025574427 0.999999941041039
1763545705.581357 0.011351165233101 0.022559727740154 -0.044268641822198 0.000325832171192 -0.000120144903955 -0.000319507877220 0.999999888656637
1763545705.681380 0.011522581632624 0.022461474656938 -0.044419982710648 0.000270268929163 -0.000009682371703 -0.000420303895369 0.999999875102774
1763545705.781496 0.011111805888391 0.022351475012692 -0.044706931878499 0.000663381614131 -0.000056880760310 -0.000615759351478 0.999999588764818
1763545705.881506 0.011227301344748 0.020869775959784 -0.045212249420829 0.000219610952246 -0.000063220688500 -0.000369549783150 0.999999905603547
1763545705.981417 0.011412848002145 0.019863253077489 -0.045310460328699 0.000199903110933 0.000022254480838 -0.000391121966000 0.999999903283527
1763545706.081522 0.011001415246219 0.020322687897503 -0.044764586711656 0.000143094187288 0.000034163257881 -0.000302292073528 0.999999943488198
1763545706.180891 0.011348433357955 0.021879894014547 -0.043785888336674 0.000571076055322 -0.000085797802624 -0.000607429851463 0.999999648769850
1763545706.281460 0.011753874544984 0.021546246733949 -0.043991208370938 0.000605238493558 -0.000233936534394 -0.000717828373739 0.999999531841120
1763545706.381526 0.011660917046062 0.021337400003904 -0.044692970593112 0.000390651305167 0.000041730778103 -0.000405336669813 0.999999840676114
1763545706.481017 0.010859208645360 0.021338644976959 -0.045093731203871 0.000333374300689 -0.000115234404408 -0.000321561635785 0.999999886090340
1763545706.579299 0.010189944182458 0.020739147894447 -0.045563756013290 0.000166682818694 -0.000029873205573 -0.000215296092905 0.999999962485995
1763545706.678380 0.011502570536215 0.020034125214809 -0.044857625335361 0.000648567018326 -0.000060669187275 -0.000601463491255 0.999999606960777
1763545706.781804 0.011898791391184 0.020608924484738 -0.044398904118255 0.000254044427678 0.000061999246468 -0.000420905652904 0.999999877227953
1763545706.881377 0.012051487704179 0.021025518174539 -0.044094477666805 0.000552098882510 -0.000104572637005 -0.000557777647973 0.999999686567676
1763545706.980641 0.011745489147576 0.021495780512837 -0.044378973443684 0.000473264612387 -0.000025511880472 -0.000609736578182 0.999999701795468
1763545707.079777 0.011581386956283 0.021242228963248 -0.044794041153936 0.000718060049759 -0.000080638487950 -0.000645799065657 0.999999530415257
1763545707.180584 0.011125417244205 0.021545211543105 -0.044852744817415 0.000402792991932 0.000035903701783 -0.000619843277105 0.999999726131468
